[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (5, 7)]
[(0, 1), (1, 2), (2, 3), (3, 4), (4, 6), (5, 6), (6, 7)]
[(0, 1), (1, 2), (2, 3), (3, 4), (4, 7), (5, 7), (6, 7)]
[(0, 1), (0, 2), (2, 3), (3, 4), (4, 5), (5, 6), (5, 7)]
[(0, 1), (0, 2), (2, 3), (3, 4), (4, 6), (5, 6), (6, 7)]
[(0, 1), (0, 2), (2, 3), (3, 4), (4, 7), (5, 7), (6, 7)]
[(6, 7), (5, 7), (4, 5), (3, 4), (0, 3), (0, 1), (0, 2)]
[(6, 7), (5, 7), (4, 5), (3, 4), (1, 3), (0, 1), (1, 2)]
[(6, 7), (5, 7), (4, 5), (3, 4), (2, 3), (0, 2), (1, 2)]
[(6, 7), (5, 6), (4, 5), (3, 4), (0, 3), (0, 1), (0, 2)]
[(6, 7), (5, 6), (4, 5), (3, 4), (1, 3), (0, 1), (1, 2)]
[(6, 7), (5, 6), (4, 5), (3, 4), (2, 3), (0, 2), (1, 2)]
