[(0, 3), (3, 4), (0, 1), (0, 2), (4, 5), (4, 6)]
[(0, 3), (3, 5), (0, 1), (0, 2), (4, 5), (5, 6)]
[(0, 3), (3, 6), (0, 1), (0, 2), (4, 6), (5, 6)]
[(1, 3), (3, 4), (0, 1), (1, 2), (4, 5), (4, 6)]
[(1, 3), (3, 5), (0, 1), (1, 2), (4, 5), (5, 6)]
[(1, 3), (3, 6), (0, 1), (1, 2), (4, 6), (5, 6)]
[(2, 3), (3, 4), (0, 2), (1, 2), (4, 5), (4, 6)]
[(2, 3), (3, 5), (0, 2), (1, 2), (4, 5), (5, 6)]
[(2, 3), (3, 6), (0, 2), (1, 2), (4, 6), (5, 6)]
